group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
cmd_group,set,,,,3342196.0,ns,28469
cmd_group,set,,,,3351247.0,ns,28812
cmd_group,set,,,,3322766.0,ns,29155
cmd_group,set,,,,3330535.0,ns,29498
cmd_group,set,,,,3385368.0,ns,29841
cmd_group,set,,,,3417877.0,ns,30184
cmd_group,set,,,,3473830.0,ns,30527
cmd_group,set,,,,3461869.0,ns,30870
cmd_group,set,,,,3670373.0,ns,31213
cmd_group,set,,,,4630196.0,ns,31556
cmd_group,set,,,,5291081.0,ns,31899
cmd_group,set,,,,3725285.0,ns,32242
cmd_group,set,,,,3771646.0,ns,32585
cmd_group,set,,,,3727645.0,ns,32928
cmd_group,set,,,,3809727.0,ns,33271
cmd_group,set,,,,3843537.0,ns,33614
cmd_group,set,,,,3891789.0,ns,33957
cmd_group,set,,,,3848378.0,ns,34300
cmd_group,set,,,,3859328.0,ns,34643
cmd_group,set,,,,3899169.0,ns,34986
cmd_group,set,,,,3965870.0,ns,35329
cmd_group,set,,,,4093393.0,ns,35672
cmd_group,set,,,,4150405.0,ns,36015
cmd_group,set,,,,4061402.0,ns,36358
cmd_group,set,,,,4156735.0,ns,36701
cmd_group,set,,,,4280398.0,ns,37044
cmd_group,set,,,,4235786.0,ns,37387
cmd_group,set,,,,4261458.0,ns,37730
cmd_group,set,,,,4271347.0,ns,38073
cmd_group,set,,,,4331239.0,ns,38416
cmd_group,set,,,,4380020.0,ns,38759
cmd_group,set,,,,4379510.0,ns,39102
cmd_group,set,,,,4401670.0,ns,39445
cmd_group,set,,,,4698267.0,ns,39788
cmd_group,set,,,,4539734.0,ns,40131
cmd_group,set,,,,4520043.0,ns,40474
cmd_group,set,,,,4532633.0,ns,40817
cmd_group,set,,,,4571694.0,ns,41160
cmd_group,set,,,,4612606.0,ns,41503
cmd_group,set,,,,4670166.0,ns,41846
cmd_group,set,,,,4871611.0,ns,42189
cmd_group,set,,,,4717348.0,ns,42532
cmd_group,set,,,,4801889.0,ns,42875
cmd_group,set,,,,5019855.0,ns,43218
cmd_group,set,,,,5017284.0,ns,43561
cmd_group,set,,,,5152568.0,ns,43904
cmd_group,set,,,,4953263.0,ns,44247
cmd_group,set,,,,5153267.0,ns,44590
cmd_group,set,,,,6008357.0,ns,44933
cmd_group,set,,,,5212629.0,ns,45276
cmd_group,set,,,,5234809.0,ns,45619
cmd_group,set,,,,5225660.0,ns,45962
cmd_group,set,,,,5177278.0,ns,46305
cmd_group,set,,,,5370612.0,ns,46648
cmd_group,set,,,,5232499.0,ns,46991
cmd_group,set,,,,5266441.0,ns,47334
cmd_group,set,,,,5448494.0,ns,47677
cmd_group,set,,,,5385202.0,ns,48020
cmd_group,set,,,,5550367.0,ns,48363
cmd_group,set,,,,5731721.0,ns,48706
cmd_group,set,,,,5718770.0,ns,49049
cmd_group,set,,,,6042878.0,ns,49392
cmd_group,set,,,,5795172.0,ns,49735
cmd_group,set,,,,5900045.0,ns,50078
cmd_group,set,,,,5618418.0,ns,50421
cmd_group,set,,,,5745741.0,ns,50764
cmd_group,set,,,,5741821.0,ns,51107
cmd_group,set,,,,5815672.0,ns,51450
cmd_group,set,,,,5780272.0,ns,51793
cmd_group,set,,,,5919485.0,ns,52136
cmd_group,set,,,,5939946.0,ns,52479
cmd_group,set,,,,6012857.0,ns,52822
cmd_group,set,,,,5910244.0,ns,53165
cmd_group,set,,,,6145230.0,ns,53508
cmd_group,set,,,,6027248.0,ns,53851
cmd_group,set,,,,6159151.0,ns,54194
cmd_group,set,,,,6382875.0,ns,54537
cmd_group,set,,,,6115609.0,ns,54880
cmd_group,set,,,,6220982.0,ns,55223
cmd_group,set,,,,6366216.0,ns,55566
cmd_group,set,,,,6403616.0,ns,55909
cmd_group,set,,,,6446027.0,ns,56252
cmd_group,set,,,,6350724.0,ns,56595
cmd_group,set,,,,6350895.0,ns,56938
cmd_group,set,,,,6396576.0,ns,57281
cmd_group,set,,,,6757764.0,ns,57624
cmd_group,set,,,,6680472.0,ns,57967
cmd_group,set,,,,7420730.0,ns,58310
cmd_group,set,,,,6629521.0,ns,58653
cmd_group,set,,,,6690712.0,ns,58996
cmd_group,set,,,,6781585.0,ns,59339
cmd_group,set,,,,6854796.0,ns,59682
cmd_group,set,,,,6841706.0,ns,60025
cmd_group,set,,,,6878587.0,ns,60368
cmd_group,set,,,,6898778.0,ns,60711
cmd_group,set,,,,7052590.0,ns,61054
cmd_group,set,,,,6981880.0,ns,61397
cmd_group,set,,,,6983699.0,ns,61740
cmd_group,set,,,,6995009.0,ns,62083
cmd_group,set,,,,6994530.0,ns,62426
cmd_group,set,,,,7078811.0,ns,62769
cmd_group,set,,,,7178354.0,ns,63112
cmd_group,set,,,,7260336.0,ns,63455
cmd_group,set,,,,7293096.0,ns,63798
cmd_group,set,,,,7443600.0,ns,64141
cmd_group,set,,,,7823508.0,ns,64484
cmd_group,set,,,,7345798.0,ns,64827
cmd_group,set,,,,7377708.0,ns,65170
cmd_group,set,,,,7346597.0,ns,65513
cmd_group,set,,,,7695176.0,ns,65856
cmd_group,set,,,,7773027.0,ns,66199
cmd_group,set,,,,7664125.0,ns,66542
cmd_group,set,,,,7454470.0,ns,66885
cmd_group,set,,,,7693925.0,ns,67228
cmd_group,set,,,,7545252.0,ns,67571
cmd_group,set,,,,7644585.0,ns,67914
cmd_group,set,,,,7623083.0,ns,68257
cmd_group,set,,,,7738007.0,ns,68600
cmd_group,set,,,,7842799.0,ns,68943
cmd_group,set,,,,7961301.0,ns,69286
cmd_group,set,,,,7936001.0,ns,69629
cmd_group,set,,,,7820309.0,ns,69972
cmd_group,set,,,,7906730.0,ns,70315
cmd_group,set,,,,7887020.0,ns,70658
cmd_group,set,,,,8511634.0,ns,71001
cmd_group,set,,,,10351526.0,ns,71344
cmd_group,set,,,,8281719.0,ns,71687
cmd_group,set,,,,8128835.0,ns,72030
cmd_group,set,,,,8191337.0,ns,72373
cmd_group,set,,,,8240758.0,ns,72716
cmd_group,set,,,,8309809.0,ns,73059
cmd_group,set,,,,10140011.0,ns,73402
cmd_group,set,,,,8543574.0,ns,73745
cmd_group,set,,,,8392241.0,ns,74088
cmd_group,set,,,,8421352.0,ns,74431
cmd_group,set,,,,8526085.0,ns,74774
cmd_group,set,,,,8565905.0,ns,75117
cmd_group,set,,,,8749470.0,ns,75460
cmd_group,set,,,,8772220.0,ns,75803
cmd_group,set,,,,8596696.0,ns,76146
cmd_group,set,,,,8610516.0,ns,76489
cmd_group,set,,,,8603987.0,ns,76832
cmd_group,set,,,,8908583.0,ns,77175
cmd_group,set,,,,8778660.0,ns,77518
cmd_group,set,,,,8800691.0,ns,77861
cmd_group,set,,,,9081517.0,ns,78204
cmd_group,set,,,,8772780.0,ns,78547
cmd_group,set,,,,8848291.0,ns,78890
cmd_group,set,,,,8867553.0,ns,79233
cmd_group,set,,,,8949294.0,ns,79576
cmd_group,set,,,,9029946.0,ns,79919
cmd_group,set,,,,9019406.0,ns,80262
cmd_group,set,,,,9048636.0,ns,80605
cmd_group,set,,,,9105657.0,ns,80948
cmd_group,set,,,,9158819.0,ns,81291
cmd_group,set,,,,9430175.0,ns,81634
cmd_group,set,,,,9562468.0,ns,81977
cmd_group,set,,,,9463946.0,ns,82320
cmd_group,set,,,,9675881.0,ns,82663
cmd_group,set,,,,9396674.0,ns,83006
cmd_group,set,,,,9881565.0,ns,83349
cmd_group,set,,,,12140227.0,ns,83692
cmd_group,set,,,,9549948.0,ns,84035
cmd_group,set,,,,9656730.0,ns,84378
cmd_group,set,,,,9681281.0,ns,84721
cmd_group,set,,,,9801183.0,ns,85064
cmd_group,set,,,,9993708.0,ns,85407
cmd_group,set,,,,9894066.0,ns,85750
cmd_group,set,,,,9855775.0,ns,86093
cmd_group,set,,,,9844104.0,ns,86436
cmd_group,set,,,,10352406.0,ns,86779
cmd_group,set,,,,9883086.0,ns,87122
cmd_group,set,,,,9915625.0,ns,87465
cmd_group,set,,,,9750253.0,ns,87808
cmd_group,set,,,,9846924.0,ns,88151
cmd_group,set,,,,9905216.0,ns,88494
cmd_group,set,,,,10017009.0,ns,88837
cmd_group,set,,,,9981767.0,ns,89180
cmd_group,set,,,,10012169.0,ns,89523
cmd_group,set,,,,10063509.0,ns,89866
cmd_group,set,,,,10129511.0,ns,90209
cmd_group,set,,,,10202543.0,ns,90552
cmd_group,set,,,,10353006.0,ns,90895
cmd_group,set,,,,10436318.0,ns,91238
cmd_group,set,,,,10646943.0,ns,91581
cmd_group,set,,,,10318635.0,ns,91924
cmd_group,set,,,,10359586.0,ns,92267
cmd_group,set,,,,10540101.0,ns,92610
cmd_group,set,,,,10744975.0,ns,92953
cmd_group,set,,,,10467088.0,ns,93296
cmd_group,set,,,,10522540.0,ns,93639
cmd_group,set,,,,10524130.0,ns,93982
cmd_group,set,,,,10567961.0,ns,94325
cmd_group,set,,,,10748115.0,ns,94668
cmd_group,set,,,,10691724.0,ns,95011
cmd_group,set,,,,10686404.0,ns,95354
cmd_group,set,,,,11119633.0,ns,95697
cmd_group,set,,,,10863998.0,ns,96040
cmd_group,set,,,,10848307.0,ns,96383
cmd_group,set,,,,11138984.0,ns,96726
cmd_group,set,,,,11084093.0,ns,97069
cmd_group,set,,,,11194736.0,ns,97412
cmd_group,set,,,,11252736.0,ns,97755
cmd_group,set,,,,11176065.0,ns,98098
cmd_group,set,,,,11095073.0,ns,98441
cmd_group,set,,,,11277667.0,ns,98784
cmd_group,set,,,,11244187.0,ns,99127
cmd_group,set,,,,11253356.0,ns,99470
cmd_group,set,,,,11324008.0,ns,99813
cmd_group,set,,,,11340189.0,ns,100156
cmd_group,set,,,,11346678.0,ns,100499
cmd_group,set,,,,11340469.0,ns,100842
cmd_group,set,,,,11410750.0,ns,101185
cmd_group,set,,,,11361529.0,ns,101528
cmd_group,set,,,,11634506.0,ns,101871
cmd_group,set,,,,11705897.0,ns,102214
cmd_group,set,,,,11718407.0,ns,102557
cmd_group,set,,,,12019044.0,ns,102900
cmd_group,set,,,,11512153.0,ns,103243
cmd_group,set,,,,11761668.0,ns,103586
cmd_group,set,,,,11900061.0,ns,103929
cmd_group,set,,,,11776539.0,ns,104272
cmd_group,set,,,,11820489.0,ns,104615
cmd_group,set,,,,11770828.0,ns,104958
cmd_group,set,,,,11979094.0,ns,105301
cmd_group,set,,,,13976358.0,ns,105644
cmd_group,set,,,,12097846.0,ns,105987
cmd_group,set,,,,11934753.0,ns,106330
cmd_group,set,,,,11963442.0,ns,106673
cmd_group,set,,,,12083436.0,ns,107016
cmd_group,set,,,,12086665.0,ns,107359
cmd_group,set,,,,12429104.0,ns,107702
cmd_group,set,,,,12299950.0,ns,108045
cmd_group,set,,,,12261350.0,ns,108388
cmd_group,set,,,,12472434.0,ns,108731
cmd_group,set,,,,12291271.0,ns,109074
cmd_group,set,,,,12356902.0,ns,109417
cmd_group,set,,,,12463494.0,ns,109760
cmd_group,set,,,,12320410.0,ns,110103
cmd_group,set,,,,12654629.0,ns,110446
cmd_group,set,,,,12367242.0,ns,110789
cmd_group,set,,,,12695490.0,ns,111132
cmd_group,set,,,,12750090.0,ns,111475
cmd_group,set,,,,12689800.0,ns,111818
cmd_group,set,,,,12859413.0,ns,112161
cmd_group,set,,,,12685279.0,ns,112504
cmd_group,set,,,,12710040.0,ns,112847
cmd_group,set,,,,12948245.0,ns,113190
cmd_group,set,,,,13372795.0,ns,113533
cmd_group,set,,,,14687105.0,ns,113876
cmd_group,set,,,,13117939.0,ns,114219
cmd_group,set,,,,12895794.0,ns,114562
cmd_group,set,,,,13246452.0,ns,114905
cmd_group,set,,,,12976986.0,ns,115248
cmd_group,set,,,,13287093.0,ns,115591
cmd_group,set,,,,13127079.0,ns,115934
cmd_group,set,,,,13113360.0,ns,116277
cmd_group,set,,,,13208051.0,ns,116620
cmd_group,set,,,,13112749.0,ns,116963
cmd_group,set,,,,13120029.0,ns,117306
cmd_group,set,,,,13341774.0,ns,117649
cmd_group,set,,,,13281893.0,ns,117992
cmd_group,set,,,,13534999.0,ns,118335
cmd_group,set,,,,13295743.0,ns,118678
cmd_group,set,,,,13310224.0,ns,119021
cmd_group,set,,,,13422186.0,ns,119364
cmd_group,set,,,,13434576.0,ns,119707
cmd_group,set,,,,13657801.0,ns,120050
cmd_group,set,,,,13569310.0,ns,120393
cmd_group,set,,,,13461437.0,ns,120736
cmd_group,set,,,,13525518.0,ns,121079
cmd_group,set,,,,13666682.0,ns,121422
cmd_group,set,,,,13427986.0,ns,121765
cmd_group,set,,,,13734303.0,ns,122108
cmd_group,set,,,,13932888.0,ns,122451
cmd_group,set,,,,14212534.0,ns,122794
cmd_group,set,,,,13863716.0,ns,123137
cmd_group,set,,,,13801025.0,ns,123480
cmd_group,set,,,,13914107.0,ns,123823
cmd_group,set,,,,14161253.0,ns,124166
cmd_group,set,,,,14079341.0,ns,124509
cmd_group,set,,,,14154583.0,ns,124852
cmd_group,set,,,,14106841.0,ns,125195
cmd_group,set,,,,14142973.0,ns,125538
cmd_group,set,,,,14414619.0,ns,125881
cmd_group,set,,,,14343417.0,ns,126224
cmd_group,set,,,,14783117.0,ns,126567
cmd_group,set,,,,14522221.0,ns,126910
cmd_group,set,,,,14786777.0,ns,127253
cmd_group,set,,,,14372118.0,ns,127596
cmd_group,set,,,,14884770.0,ns,127939
cmd_group,set,,,,14892499.0,ns,128282
cmd_group,set,,,,14514751.0,ns,128625
cmd_group,set,,,,14544462.0,ns,128968
cmd_group,set,,,,14537211.0,ns,129311
cmd_group,set,,,,14586933.0,ns,129654
cmd_group,set,,,,14810387.0,ns,129997
cmd_group,set,,,,14659745.0,ns,130340
cmd_group,set,,,,14974001.0,ns,130683
cmd_group,set,,,,16526507.0,ns,131026
cmd_group,set,,,,15921643.0,ns,131369
cmd_group,set,,,,14860019.0,ns,131712
cmd_group,set,,,,16999478.0,ns,132055
cmd_group,set,,,,15189906.0,ns,132398
cmd_group,set,,,,15097795.0,ns,132741
cmd_group,set,,,,14963181.0,ns,133084
cmd_group,set,,,,15056343.0,ns,133427
cmd_group,set,,,,15721858.0,ns,133770
cmd_group,set,,,,15991155.0,ns,134113
cmd_group,set,,,,15569825.0,ns,134456
cmd_group,set,,,,15459533.0,ns,134799
cmd_group,set,,,,15307839.0,ns,135142
cmd_group,set,,,,15376880.0,ns,135485
cmd_group,set,,,,15442643.0,ns,135828
cmd_group,set,,,,15638066.0,ns,136171
cmd_group,set,,,,15362540.0,ns,136514
cmd_group,set,,,,15449283.0,ns,136857
cmd_group,set,,,,15661827.0,ns,137200
cmd_group,set,,,,15708168.0,ns,137543
cmd_group,set,,,,18503862.0,ns,137886
cmd_group,set,,,,15822291.0,ns,138229
cmd_group,set,,,,15811900.0,ns,138572
cmd_group,set,,,,15688708.0,ns,138915
cmd_group,set,,,,19297240.0,ns,139258
cmd_group,set,,,,17303055.0,ns,139601
cmd_group,set,,,,15879172.0,ns,139944
cmd_group,set,,,,15894922.0,ns,140287
cmd_group,set,,,,15951134.0,ns,140630
cmd_group,set,,,,15967194.0,ns,140973
cmd_group,set,,,,16202620.0,ns,141316
cmd_group,set,,,,15945513.0,ns,141659
cmd_group,set,,,,16054906.0,ns,142002
cmd_group,set,,,,16288221.0,ns,142345
cmd_group,set,,,,16183739.0,ns,142688
cmd_group,set,,,,16229500.0,ns,143031
cmd_group,set,,,,16216869.0,ns,143374
cmd_group,set,,,,16305772.0,ns,143717
cmd_group,set,,,,16225290.0,ns,144060
cmd_group,set,,,,16729712.0,ns,144403
cmd_group,set,,,,16316302.0,ns,144746
cmd_group,set,,,,16437075.0,ns,145089
cmd_group,set,,,,16147758.0,ns,145432
cmd_group,set,,,,16350763.0,ns,145775
cmd_group,set,,,,16741061.0,ns,146118
cmd_group,set,,,,16717832.0,ns,146461
cmd_group,set,,,,16836734.0,ns,146804
cmd_group,set,,,,16732581.0,ns,147147
cmd_group,set,,,,17113611.0,ns,147490
cmd_group,set,,,,16772092.0,ns,147833
cmd_group,set,,,,17361906.0,ns,148176
cmd_group,set,,,,17200012.0,ns,148519
cmd_group,set,,,,17002238.0,ns,148862
cmd_group,set,,,,18025971.0,ns,149205
cmd_group,set,,,,17506719.0,ns,149548
cmd_group,set,,,,17309545.0,ns,149891
cmd_group,set,,,,17043998.0,ns,150234
cmd_group,set,,,,17216903.0,ns,150577
cmd_group,set,,,,17063979.0,ns,150920
cmd_group,set,,,,17372847.0,ns,151263
cmd_group,set,,,,17142140.0,ns,151606
cmd_group,set,,,,17614362.0,ns,151949
cmd_group,set,,,,19222468.0,ns,152292
cmd_group,set,,,,17524179.0,ns,152635
cmd_group,set,,,,17444358.0,ns,152978
cmd_group,set,,,,17550880.0,ns,153321
cmd_group,set,,,,17358946.0,ns,153664
cmd_group,set,,,,17417907.0,ns,154007
cmd_group,set,,,,17472508.0,ns,154350
cmd_group,set,,,,17342406.0,ns,154693
cmd_group,set,,,,17511849.0,ns,155036
cmd_group,set,,,,17684364.0,ns,155379
cmd_group,set,,,,17822296.0,ns,155722
cmd_group,set,,,,17677983.0,ns,156065
cmd_group,set,,,,18008591.0,ns,156408
cmd_group,set,,,,18130793.0,ns,156751
cmd_group,set,,,,18209586.0,ns,157094
cmd_group,set,,,,18173614.0,ns,157437
cmd_group,set,,,,18260356.0,ns,157780
cmd_group,set,,,,18464031.0,ns,158123
cmd_group,set,,,,18228296.0,ns,158466
cmd_group,set,,,,18040141.0,ns,158809
cmd_group,set,,,,18027211.0,ns,159152
cmd_group,set,,,,18078373.0,ns,159495
cmd_group,set,,,,18068762.0,ns,159838
cmd_group,set,,,,17974350.0,ns,160181
cmd_group,set,,,,18640785.0,ns,160524
cmd_group,set,,,,18530842.0,ns,160867
cmd_group,set,,,,18133313.0,ns,161210
cmd_group,set,,,,18170345.0,ns,161553
cmd_group,set,,,,18259496.0,ns,161896
cmd_group,set,,,,18205595.0,ns,162239
cmd_group,set,,,,18313358.0,ns,162582
cmd_group,set,,,,18544223.0,ns,162925
cmd_group,set,,,,18600574.0,ns,163268
cmd_group,set,,,,18369079.0,ns,163611
cmd_group,set,,,,18430111.0,ns,163954
cmd_group,set,,,,18945632.0,ns,164297
cmd_group,set,,,,19137376.0,ns,164640
cmd_group,set,,,,18908081.0,ns,164983
cmd_group,set,,,,19009303.0,ns,165326
cmd_group,set,,,,18956883.0,ns,165669
cmd_group,set,,,,19167447.0,ns,166012
cmd_group,set,,,,19053774.0,ns,166355
cmd_group,set,,,,19244289.0,ns,166698
cmd_group,set,,,,19226259.0,ns,167041
cmd_group,set,,,,19059634.0,ns,167384
cmd_group,set,,,,19419403.0,ns,167727
cmd_group,set,,,,19248559.0,ns,168070
cmd_group,set,,,,19229058.0,ns,168413
cmd_group,set,,,,19246189.0,ns,168756
cmd_group,set,,,,19023634.0,ns,169099
cmd_group,set,,,,19195258.0,ns,169442
cmd_group,set,,,,19391142.0,ns,169785
cmd_group,set,,,,19259699.0,ns,170128
cmd_group,set,,,,20668911.0,ns,170471
cmd_group,set,,,,19341372.0,ns,170814
cmd_group,set,,,,22075303.0,ns,171157
cmd_group,set,,,,20914707.0,ns,171500
